q1,q2,cost,valid_flag,projection_error,dist_proj_to_goal_proj,stage2_pos_error,stage2_pose_error,o4_proj_x,o4_proj_y,o4_proj_z
-1.285750,-1.696500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.653000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.609500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.566000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.522500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.479000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.435500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.392000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.348500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.305000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.261500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.218000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.174500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.131000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.087500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.044000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-1.000500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.957000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.913500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.870000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.826500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.783000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.739500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.696000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.652500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.609000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.565500,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
-1.285750,-0.522000,inf,0,inf,inf,inf,inf,0.000000,0.000000,0.000000
